employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-81625307,Donald,Love,Male,North Carolina,Raleigh,2021-09-20,Sales,Sales Consultant,Bachelor,77320,Needs Improvement,Yes,1978-02-26,
00-51395738,Daniel,Carr,Female,New York,Rochester,2017-03-10,IT,IT Support Specialist,Bachelor,60367,Good,No,1979-07-28,
00-78829070,Sarah,Long,Male,North Carolina,Raleigh,2023-06-16,IT,IT Support Specialist,High School,57417,Good,No,1990-05-02,
00-72546007,Kimberly,Love,Male,North Carolina,Greensboro,2016-02-09,Customer Service,Customer Service Representative,High School,58540,Good,Yes,1997-03-13,
00-73013937,Robert,House,Male,New York,New York City,2022-11-01,Operations,Operations Analyst,Bachelor,76745,Needs Improvement,No,1978-01-09,
00-52980983,Brianna,Barton,Female,New York,New York City,2024-06-13,Customer Service,Customer Service Manager,PhD,100230,Good,No,1966-07-12,
00-59755172,Dominique,Blanchard,Female,New York,Rochester,2018-02-19,Operations,Inventory Specialist,High School,55260,Satisfactory,No,1981-04-07,
00-16135823,Victor,Moreno,Female,New York,New York City,2020-01-18,Operations,Logistics Coordinator,Bachelor,53604,Satisfactory,No,1972-08-21,
00-39698906,Savannah,Roberson,Male,New York,Rochester,2022-06-25,Operations,Logistics Coordinator,Bachelor,61414,Good,No,1991-11-23,
00-12176998,William,Morse,Female,North Carolina,Greensboro,2017-03-06,Operations,Logistics Coordinator,Bachelor,61851,Needs Improvement,No,2003-07-29,
00-88387434,Beth,Cross,Male,New York,New York City,2020-02-16,Operations,Operations Analyst,Master,85968,Good,No,1988-05-02,
00-66046380,Paul,Burke,Female,New York,New York City,2017-11-18,Sales,Sales Consultant,Master,99422,Good,Yes,1961-06-16,
00-36332415,William,Cruz,Female,New York,Buffalo,2018-12-23,Sales,Sales Representative,Bachelor,61914,Good,No,1981-06-21,
00-60981231,Ruth,Farmer,Female,New York,New York City,2020-04-09,Sales,Sales Manager,PhD,132481,Good,No,1977-12-22,
00-42981324,Tamara,Waller,Male,New York,Rochester,2020-06-14,Sales,Sales Consultant,Master,91256,Good,No,1989-04-19,
00-97859993,Dennis,Gutierrez,Male,Pennsylvania,Pittsburgh,2024-09-12,Marketing,Content Creator,Bachelor,66512,Needs Improvement,Yes,1979-12-04,
00-55307111,Kaitlyn,Evans,Female,New York,New York City,2017-09-13,Marketing,SEO Specialist,High School,64266,Satisfactory,No,1982-01-25,
00-75581613,Michelle,Joseph,Female,New York,Rochester,2024-12-07,Operations,Logistics Coordinator,Bachelor,57946,Good,No,1961-11-10,
00-96126771,Cynthia,Harris,Male,New York,Rochester,2022-08-16,Operations,Logistics Coordinator,Bachelor,72114,Good,Yes,1985-09-11,
00-71851421,Kelly,Reed,Male,New York,Rochester,2017-09-02,Customer Service,Support Specialist,High School,59826,Good,Yes,1997-11-13,
00-57268285,Tina,Santos,Female,New York,Buffalo,2017-12-15,Marketing,Content Creator,High School,58059,Good,No,2003-06-20,
00-83356206,William,Benson,Male,New York,Rochester,2019-04-28,Sales,Sales Representative,Bachelor,88477,Good,No,1967-09-13,
00-82764376,Darrell,Bell,Female,New York,Buffalo,2024-06-24,Finance,Accountant,Bachelor,56274,Good,No,1988-12-22,
00-17882882,Ashley,Contreras,Male,New York,Buffalo,2020-06-01,IT,System Administrator,Master,78350,Good,No,1987-11-27,
00-19976458,Julie,Skinner,Male,Virginia,Norfolk,2024-04-14,Customer Service,Customer Service Representative,High School,59803,Needs Improvement,No,1971-12-16,
00-99686372,Melanie,Stokes,Female,Pennsylvania,Pittsburgh,2015-07-10,Marketing,SEO Specialist,Bachelor,83451,Satisfactory,Yes,1978-04-21,
00-10856822,Anthony,Thomas,Male,Michigan,Detroit,2019-09-01,IT,Software Developer,Master,101195,Good,No,1968-03-15,
00-94651342,James,Christensen,Male,New York,New York City,2017-02-28,Customer Service,Customer Service Representative,High School,64073,Excellent,Yes,2002-04-22,
00-30270856,Justin,King,Female,New York,Rochester,2015-11-02,Marketing,Marketing Coordinator,Bachelor,80240,Satisfactory,No,1972-05-07,
00-77878323,Hannah,Phillips,Female,Michigan,Grand Rapids,2019-10-02,Operations,Operations Analyst,Master,65098,Good,No,1980-06-23,
00-18113477,Antonio,Cervantes,Male,Pennsylvania,Philadelphia,2021-02-07,Marketing,Content Creator,High School,59902,Excellent,No,2003-08-10,
00-99490304,Miranda,Stevenson,Male,New York,Buffalo,2024-11-11,Operations,Logistics Coordinator,Bachelor,65925,Satisfactory,No,1990-07-28,
00-74854563,Julia,Hoffman,Female,New York,Buffalo,2022-03-28,Operations,Logistics Coordinator,Bachelor,58987,Good,No,1978-01-27,
00-12111482,Kristen,Lindsey,Male,New York,Rochester,2015-04-15,Operations,Inventory Specialist,Bachelor,60832,Needs Improvement,No,1999-03-31,
00-84040345,Elizabeth,House,Male,New York,Buffalo,2019-05-22,Operations,Inventory Specialist,High School,61319,Good,No,1978-02-28,
00-12244945,Sue,Daugherty,Male,New York,Rochester,2020-04-24,IT,IT Support Specialist,High School,60481,Satisfactory,No,1988-06-10,
00-46875077,Andrea,Smith,Male,Michigan,Warren,2020-04-01,IT,IT Support Specialist,Bachelor,70892,Satisfactory,Yes,1987-06-29,
00-48478684,Christine,Norman,Male,New York,Buffalo,2015-11-13,Operations,Logistics Coordinator,Bachelor,60899,Excellent,Yes,2005-05-30,
00-67790557,Maria,Pruitt,Male,New York,Rochester,2023-09-14,Operations,Inventory Specialist,Bachelor,63299,Good,No,1991-11-02,
00-34060788,Deborah,Fischer,Female,Michigan,Grand Rapids,2016-07-18,IT,Software Developer,Master,104996,Satisfactory,No,1986-12-28,
00-22927031,Carrie,Parsons,Female,New York,Buffalo,2020-12-17,Finance,Financial Analyst,Master,81688,Excellent,Yes,2000-06-20,
00-42342289,Kelly,Thompson,Female,Pennsylvania,Pittsburgh,2017-09-06,Customer Service,Customer Service Representative,Bachelor,56908,Excellent,No,2000-09-15,
00-80659726,Jacob,Thompson,Female,New York,Rochester,2017-07-07,Sales,Sales Consultant,Bachelor,68118,Satisfactory,No,1964-10-30,
00-57572279,Nicholas,Patterson,Male,New York,Buffalo,2017-07-22,Operations,Inventory Specialist,Bachelor,65474,Good,No,1993-10-31,
00-63270536,David,Silva,Female,New York,New York City,2016-04-03,Operations,Operations Analyst,Bachelor,65699,Satisfactory,Yes,1976-12-01,
00-64496076,Mark,Mckinney,Female,New York,Rochester,2019-02-26,Marketing,SEO Specialist,Bachelor,55789,Good,No,2001-09-27,
00-42642810,Eric,Morris,Male,Michigan,Grand Rapids,2024-01-19,Sales,Sales Specialist,Bachelor,62307,Satisfactory,Yes,1980-02-27,
00-40314047,Sarah,Gilbert,Female,New York,Rochester,2017-08-29,Operations,Operations Manager,Bachelor,84405,Satisfactory,Yes,1984-09-07,
00-20820219,Tracy,Armstrong,Male,New York,Buffalo,2022-05-11,Sales,Sales Consultant,PhD,97258,Satisfactory,No,1964-10-28,
00-97227356,Kristen,Stewart,Male,North Carolina,Raleigh,2022-03-22,IT,Software Developer,Master,79905,Good,No,1998-04-05,
00-22549425,Ivan,Jones,Female,New York,Rochester,2019-07-03,Sales,Sales Specialist,Master,86271,Satisfactory,No,1997-10-31,
00-60622842,Robert,Herrera,Female,Pennsylvania,Philadelphia,2020-02-03,Operations,Inventory Specialist,High School,60288,Satisfactory,No,1993-02-08,
00-17531619,Jeffrey,Lewis,Male,New York,Rochester,2021-05-01,Customer Service,Support Specialist,Bachelor,68636,Good,No,1965-06-08,
00-33002714,Michael,Robinson,Male,New York,Buffalo,2016-10-01,Operations,Operations Analyst,Bachelor,95358,Excellent,No,1962-11-03,
00-68238367,Alyssa,Barajas,Male,Michigan,Grand Rapids,2021-10-27,Marketing,Content Creator,Bachelor,62394,Satisfactory,Yes,1992-03-30,
00-54462389,Tina,Smith,Male,New York,Buffalo,2020-09-01,Operations,Logistics Coordinator,Bachelor,72080,Satisfactory,No,1968-09-05,
00-22799248,Sean,Conway,Male,New York,Rochester,2023-08-12,Finance,Financial Analyst,Master,79863,Satisfactory,Yes,1975-07-27,
00-15711200,Christine,Haley,Male,New York,Buffalo,2017-09-06,Marketing,Content Creator,High School,62712,Good,No,1979-01-16,
00-86072480,Manuel,Moon,Female,North Carolina,Greensboro,2019-12-10,Operations,Inventory Specialist,High School,54439,Needs Improvement,Yes,2005-05-01,
00-16249441,Paul,Fernandez,Female,Virginia,Richmond,2024-04-13,Marketing,Marketing Coordinator,Bachelor,55223,Good,No,1999-05-31,
00-47631028,Rhonda,Short,Female,New York,New York City,2023-05-17,Customer Service,Help Desk Technician,Bachelor,55669,Satisfactory,No,2005-08-04,
00-85633013,Leah,Griffin,Male,New York,Rochester,2022-01-16,Finance,Accountant,Bachelor,61263,Good,No,1983-11-16,
00-34072553,Rachel,Lee,Male,New York,Buffalo,2024-07-06,Marketing,Content Creator,Bachelor,67172,Satisfactory,Yes,1985-11-13,
00-52209421,Stacy,Jackson,Male,New York,New York City,2015-12-15,Sales,Sales Consultant,Bachelor,81626,Good,No,1964-11-18,
00-37804291,Amanda,Smith,Female,Michigan,Grand Rapids,2020-01-24,IT,IT Support Specialist,Bachelor,54920,Good,No,1993-08-31,
00-63458386,Ellen,Ayala,Female,Michigan,Warren,2024-11-11,Customer Service,Customer Service Manager,Master,102221,Excellent,No,1987-11-29,
00-50168264,Roger,Garcia,Female,New York,Buffalo,2017-07-15,Operations,Inventory Specialist,High School,66800,Satisfactory,Yes,1966-04-27,
00-42275631,Jacqueline,Cherry,Male,North Carolina,Greensboro,2020-10-09,Customer Service,Support Specialist,High School,57687,Needs Improvement,No,1985-09-04,
00-62231715,Deborah,Case,Male,New York,Rochester,2022-09-29,Sales,Sales Consultant,Master,87018,Needs Improvement,No,1966-11-09,
00-82553061,Eric,Stevens,Male,North Carolina,Charlotte,2018-05-01,Operations,Logistics Coordinator,Bachelor,62115,Needs Improvement,No,1998-03-23,
00-28783850,Christopher,Brown,Female,Pennsylvania,Allentown,2023-10-17,Operations,Inventory Specialist,Bachelor,69377,Excellent,Yes,1963-02-11,
00-20526386,Angela,Andrews,Male,New York,Rochester,2020-03-24,Sales,Sales Specialist,PhD,73804,Satisfactory,No,1990-09-08,
00-56420476,Jonathan,Hughes,Male,Pennsylvania,Allentown,2016-08-18,Customer Service,Support Specialist,Bachelor,64008,Satisfactory,No,1982-09-25,
00-68664992,Ryan,Smith,Male,Michigan,Detroit,2017-09-03,IT,IT Support Specialist,High School,55902,Satisfactory,No,2000-11-18,
00-20202996,Amanda,May,Male,Michigan,Warren,2018-08-14,Sales,Sales Representative,Bachelor,80445,Satisfactory,No,1988-03-10,
00-92391596,Katelyn,Richards,Male,Pennsylvania,Philadelphia,2024-09-12,Operations,Inventory Specialist,High School,56054,Good,Yes,1990-06-20,
00-63244581,Charles,Reilly,Female,North Carolina,Charlotte,2024-02-08,Customer Service,Help Desk Technician,High School,73290,Good,Yes,1997-11-06,
00-53805532,Kristin,Turner,Male,New York,Rochester,2015-02-01,Finance,Financial Analyst,Master,66720,Satisfactory,No,2003-07-23,
00-46685332,Kathy,Kim,Female,New York,Rochester,2023-05-24,Operations,Logistics Coordinator,Bachelor,69100,Needs Improvement,Yes,1969-01-11,
00-70471823,Donna,Wells,Male,New York,Buffalo,2020-07-13,Marketing,SEO Specialist,Bachelor,87468,Satisfactory,No,1987-12-01,
00-57756170,Derek,Myers,Male,New York,Rochester,2020-10-18,Operations,Operations Analyst,Master,64411,Good,No,1971-11-14,
00-60388958,Amy,Choi,Female,New York,New York City,2019-02-22,Operations,Inventory Specialist,High School,56953,Satisfactory,Yes,1974-05-03,
00-88634827,Erica,Sloan,Female,New York,New York City,2022-10-17,Sales,Sales Specialist,Master,78753,Satisfactory,Yes,1986-12-17,
00-21501669,Jessica,Brooks,Male,New York,Rochester,2023-12-12,Sales,Sales Representative,Bachelor,85451,Good,Yes,1985-07-27,
00-49645162,Angela,Peters,Female,Ohio,Cincinnati,2023-02-14,Customer Service,Help Desk Technician,High School,60230,Satisfactory,No,1978-12-08,
00-19865900,Adam,Carlson,Female,New York,Rochester,2016-07-15,Operations,Operations Analyst,Master,66715,Satisfactory,No,1993-03-18,
00-30699187,Stacey,Torres,Male,New York,Buffalo,2018-09-30,Sales,Sales Consultant,Master,95779,Good,No,1998-07-20,
00-95080736,Rebecca,Cooper,Male,New York,New York City,2017-05-31,IT,System Administrator,Master,84897,Satisfactory,No,2005-03-18,
00-62294176,Debbie,Hunt,Female,New York,Rochester,2018-02-28,Operations,Logistics Coordinator,Bachelor,56441,Good,Yes,1991-07-24,
00-24301022,Jeffrey,Davenport,Male,North Carolina,Greensboro,2016-03-11,Sales,Sales Specialist,Master,89707,Good,No,1973-10-25,
00-51374957,Howard,Marsh,Female,New York,New York City,2019-11-07,IT,System Administrator,Bachelor,86958,Good,Yes,1985-02-18,
00-46207439,Melissa,Randolph,Male,New York,Buffalo,2016-12-28,Operations,Logistics Coordinator,Bachelor,59838,Satisfactory,No,1994-02-14,
00-21716836,Steven,Dunn,Female,New York,New York City,2017-04-16,IT,Software Developer,Master,105074,Good,No,1985-03-03,
00-70242778,Carlos,Garcia,Female,New York,Rochester,2020-09-21,Sales,Sales Representative,Bachelor,56188,Excellent,Yes,2002-09-02,
00-78778646,Tony,Rivera,Male,Michigan,Warren,2019-02-16,Sales,Sales Representative,Bachelor,77984,Good,No,2005-11-07,
00-13524813,Diana,Garcia,Male,New York,Rochester,2016-08-14,Operations,Logistics Coordinator,Bachelor,62978,Good,No,1998-06-02,
00-84386123,Rachel,Stewart,Female,New York,Rochester,2016-06-13,Customer Service,Customer Service Representative,High School,61961,Satisfactory,No,1973-08-11,
00-90268079,Christina,Torres,Female,Michigan,Warren,2023-08-01,Sales,Sales Consultant,Bachelor,76846,Good,Yes,1969-11-27,
00-61705758,Ariana,Diaz,Female,New York,Buffalo,2015-04-26,Sales,Sales Consultant,PhD,82273,Good,Yes,1995-01-22,
00-65540647,Ronnie,Smith,Male,New York,Rochester,2018-03-31,Operations,Operations Analyst,Master,84597,Good,No,1972-05-10,
00-21368176,Jeffrey,Singh,Male,New York,Buffalo,2022-06-08,Marketing,Content Creator,Bachelor,66243,Good,No,1986-06-13,
00-85099723,Mary,Taylor,Male,New York,Rochester,2023-09-24,Operations,Inventory Specialist,Bachelor,67031,Excellent,No,1988-10-20,
00-42580349,Natalie,Ford,Male,New York,Rochester,2020-05-10,IT,Software Developer,Master,73645,Satisfactory,No,2002-02-17,
00-32761034,Kevin,Arnold,Female,North Carolina,Greensboro,2022-03-05,IT,Software Developer,Bachelor,80680,Good,Yes,1987-12-16,
00-32750139,Catherine,Wilkinson,Male,New York,Buffalo,2017-11-09,Operations,Operations Analyst,Master,66390,Good,Yes,2005-06-04,
00-50417154,Donald,Ryan,Female,New York,Rochester,2017-04-06,Operations,Inventory Specialist,Bachelor,52797,Good,No,2003-08-13,
00-29587040,Olivia,Jones,Female,Michigan,Warren,2016-01-28,Sales,Sales Representative,Bachelor,59056,Good,No,2000-02-08,
00-68341261,Andrew,Hunter,Female,New York,Buffalo,2017-01-12,Customer Service,Customer Service Representative,Bachelor,64268,Good,No,1966-05-18,
00-50232066,Bonnie,Sullivan,Male,New York,New York City,2019-08-03,Operations,Operations Analyst,Bachelor,79483,Good,No,2001-10-25,
00-20324210,Rebecca,Arnold,Female,New York,Buffalo,2018-07-17,IT,Software Developer,Bachelor,79105,Satisfactory,No,1986-09-20,
00-43096758,Yolanda,Kennedy,Female,New York,New York City,2022-10-10,Customer Service,Customer Service Representative,High School,59103,Satisfactory,No,1981-11-20,
00-76545476,Michael,Walker,Female,Ohio,Cleveland,2020-10-08,Operations,Logistics Coordinator,Bachelor,62501,Satisfactory,No,1999-04-14,
00-36246038,Jessica,Carter,Male,New York,New York City,2019-06-19,Operations,Operations Analyst,Master,70789,Good,No,1977-04-02,
00-28185096,William,Sanders,Female,New York,Rochester,2018-07-02,Sales,Sales Representative,Bachelor,73957,Good,No,1998-01-19,
00-63108878,Elaine,Charles,Female,Florida,Orlando,2018-10-21,Customer Service,Support Specialist,Bachelor,63099,Excellent,No,1973-07-23,
00-93240786,Christina,Martin,Female,New York,Buffalo,2018-07-07,Operations,Operations Analyst,Master,62430,Good,No,1979-12-31,
00-54230340,Sean,White,Female,New York,New York City,2019-12-12,IT,IT Support Specialist,High School,60153,Good,Yes,1983-08-09,
00-67796330,Donna,Faulkner,Female,New York,New York City,2023-09-25,Sales,Sales Representative,Bachelor,57957,Needs Improvement,No,1994-07-15,
00-97380687,Timothy,Howard,Male,New York,New York City,2024-03-20,IT,Software Developer,Bachelor,103365,Good,No,1995-08-03,
00-28270317,Tony,Brown,Female,New York,Rochester,2018-05-15,HR,HR Coordinator,Master,68494,Satisfactory,No,1983-03-06,
00-90961645,Brad,Clark,Female,Michigan,Warren,2024-11-27,Sales,Sales Representative,Bachelor,54332,Needs Improvement,No,2001-09-04,
00-36957830,Michael,Harrison,Male,New York,New York City,2019-06-15,Marketing,SEO Specialist,Bachelor,64799,Good,No,2001-12-21,
00-33842070,Brandon,Hooper,Male,New York,Buffalo,2024-04-28,Marketing,Marketing Coordinator,Bachelor,69973,Good,No,1985-10-10,
00-52833932,Jane,Boyd,Female,New York,New York City,2017-10-29,HR,Recruiter,High School,66089,Good,No,1990-05-25,
00-94946730,Mary,Baker,Male,New York,New York City,2020-07-17,Customer Service,Customer Service Representative,Bachelor,61589,Needs Improvement,No,1989-02-01,
00-87293208,Glenn,Valdez,Male,North Carolina,Greensboro,2023-05-13,Finance,Accounts Payable Specialist,Bachelor,66255,Satisfactory,No,1976-09-07,
00-53739710,Denise,Houston,Male,New York,Buffalo,2018-07-08,Operations,Inventory Specialist,High School,62698,Good,No,1995-04-03,
00-62738860,Nicholas,Solomon,Female,Illinois,Naperville,2018-07-07,Sales,Sales Representative,Bachelor,58009,Good,Yes,2002-03-17,
00-85678734,Michael,Parrish,Male,Michigan,Warren,2017-06-27,Sales,Sales Specialist,Bachelor,89409,Good,No,1976-07-01,
00-83233096,Timothy,Munoz,Female,New York,Rochester,2017-07-02,IT,IT Support Specialist,High School,55440,Satisfactory,Yes,1993-01-07,
00-83833059,Don,Martin,Male,New York,Buffalo,2015-01-29,Operations,Logistics Coordinator,Bachelor,65573,Satisfactory,Yes,1972-05-23,
00-71957885,Dawn,Lewis,Female,New York,Buffalo,2024-03-09,Customer Service,Customer Service Manager,Master,89008,Good,Yes,1962-12-21,
00-38138531,Michael,Love,Female,New York,Buffalo,2019-02-13,Operations,Inventory Specialist,Bachelor,58195,Good,No,1999-09-04,
00-49101812,Jerry,Shepherd,Female,New York,Buffalo,2023-09-20,Customer Service,Support Specialist,High School,62278,Excellent,No,1993-06-08,
00-19282319,Timothy,Mendoza,Female,New York,New York City,2023-03-18,Customer Service,Customer Service Representative,High School,59241,Satisfactory,No,2001-11-08,
00-64914054,Evan,Whitaker,Male,Michigan,Warren,2022-01-09,Marketing,Content Creator,High School,62515,Satisfactory,No,2006-05-06,
00-28680305,Bradley,Berry,Male,Florida,Tampa,2021-02-28,Marketing,Content Creator,Bachelor,68184,Good,No,1999-07-14,
00-42483531,Crystal,Williams,Male,New York,New York City,2017-07-28,Sales,Sales Specialist,Bachelor,85412,Good,No,2000-06-02,
00-30688754,Brian,Scott,Female,New York,Rochester,2022-03-07,Finance,Financial Analyst,PhD,85326,Good,No,1980-12-05,
00-60598851,Susan,Greene,Female,New York,Buffalo,2016-07-24,Operations,Logistics Coordinator,Bachelor,58394,Good,No,2001-02-20,
00-90253323,Andrew,Ball,Female,New York,Buffalo,2019-08-29,Operations,Inventory Specialist,High School,60356,Needs Improvement,No,1986-10-25,
00-63795149,Justin,Miller,Female,New York,New York City,2020-06-12,Sales,Sales Specialist,Bachelor,71620,Good,Yes,1989-04-15,
00-66143368,Victoria,Dillon,Male,New York,Buffalo,2020-03-03,Operations,Inventory Specialist,High School,61698,Satisfactory,Yes,1983-07-08,
00-58255231,Maria,Burke,Female,New York,New York City,2022-10-17,Operations,Inventory Specialist,Bachelor,57177,Good,No,1982-08-02,
00-82062301,Lori,White,Female,New York,New York City,2020-08-28,Marketing,SEO Specialist,Bachelor,76677,Good,No,1988-11-23,
00-21406082,Joseph,Ramsey,Male,New York,Rochester,2016-05-05,Customer Service,Support Specialist,High School,61851,Good,Yes,1988-01-24,
00-43316996,Shawn,Garza,Female,New York,Rochester,2022-03-25,Operations,Inventory Specialist,Bachelor,57316,Good,No,1982-02-20,
00-57648477,Paul,Rodriguez,Female,North Carolina,Greensboro,2017-03-15,Customer Service,Customer Service Representative,Bachelor,61815,Good,No,1984-06-21,
00-92232236,Michele,Gordon,Male,Michigan,Detroit,2015-06-02,Customer Service,Customer Service Representative,High School,62103,Good,Yes,1978-03-29,
00-96574622,Edward,Davis,Female,New York,New York City,2022-06-23,Operations,Inventory Specialist,Bachelor,57700,Good,Yes,1997-06-22,
00-63635785,Christina,Williams,Male,New York,New York City,2024-10-13,Operations,Inventory Specialist,High School,59226,Satisfactory,Yes,2001-08-22,
00-54506155,Wesley,Wilson,Male,North Carolina,Raleigh,2024-06-25,Operations,Operations Analyst,Bachelor,93108,Satisfactory,No,1961-11-02,
00-67774765,David,Munoz,Male,New York,Buffalo,2016-10-29,Operations,Inventory Specialist,High School,56273,Needs Improvement,No,1987-12-18,
00-23234748,Penny,Hampton,Female,New York,New York City,2017-08-25,IT,Software Developer,Bachelor,94419,Satisfactory,Yes,1974-10-15,
00-78541804,Alexa,Wood,Male,New York,New York City,2022-01-16,IT,Software Developer,Master,77318,Satisfactory,No,1983-11-10,
00-84892608,Alyssa,Perez,Male,New York,New York City,2020-10-19,Marketing,Marketing Coordinator,Bachelor,81802,Good,No,1985-10-17,
00-87206788,Kristine,James,Female,New York,Buffalo,2017-08-03,Marketing,Marketing Coordinator,Bachelor,66545,Good,No,1965-02-11,
00-60213478,Judith,Juarez,Female,New York,Buffalo,2019-09-11,IT,System Administrator,Bachelor,72786,Satisfactory,No,2000-01-24,
00-88999206,Connor,Anderson,Female,New York,Rochester,2022-06-23,Operations,Logistics Coordinator,Bachelor,53536,Satisfactory,No,1979-09-16,
00-30232642,Jesse,Trevino,Female,New York,Buffalo,2018-04-14,Operations,Inventory Specialist,High School,58520,Good,No,1994-07-01,
00-13296743,Nancy,Ortiz,Male,North Carolina,Charlotte,2019-03-10,IT,IT Support Specialist,High School,62352,Good,Yes,1982-06-20,
00-49652241,Jenna,Clarke,Female,New York,Buffalo,2019-07-30,Marketing,Marketing Coordinator,Bachelor,57608,Good,No,1994-05-22,
00-21523236,David,Smith,Male,New York,Buffalo,2016-08-26,Sales,Sales Representative,Bachelor,73934,Good,No,1968-07-04,
00-29015320,Gwendolyn,Stewart,Male,New York,Buffalo,2018-05-12,Marketing,Marketing Coordinator,Bachelor,78280,Excellent,No,1989-05-05,
00-56045630,Eric,Pearson,Female,New York,New York City,2019-04-03,Sales,Sales Specialist,PhD,89349,Good,No,1965-12-26,
00-37765262,Melissa,Henderson,Female,New York,Rochester,2020-05-13,Marketing,Content Creator,Bachelor,58205,Good,No,1989-06-02,
00-56748074,Joshua,Becker,Female,Michigan,Warren,2019-10-02,Customer Service,Help Desk Technician,Bachelor,51666,Excellent,Yes,2005-02-02,
00-68809636,Robert,Bowers,Male,New York,Rochester,2022-06-25,Customer Service,Help Desk Technician,High School,68362,Satisfactory,Yes,1978-06-19,
00-70726434,Mitchell,Peters,Male,New York,Buffalo,2018-04-03,Customer Service,Support Specialist,Bachelor,69684,Good,No,1971-07-09,
00-50300763,Kristopher,Cooper,Male,New York,Buffalo,2015-09-14,Sales,Sales Specialist,PhD,74489,Good,No,1989-12-20,
00-25446483,Jill,Wyatt,Female,New York,Rochester,2015-08-28,Marketing,Content Creator,High School,67976,Satisfactory,Yes,1967-10-11,
00-56047142,Julie,Griffin,Male,New York,Buffalo,2021-09-12,Customer Service,Help Desk Technician,High School,59595,Excellent,No,1979-02-21,
00-32059232,Evan,Lewis,Male,New York,Rochester,2024-05-26,Operations,Inventory Specialist,Bachelor,70115,Satisfactory,No,1973-06-05,
00-42737441,Matthew,Pierce,Female,New York,Rochester,2020-09-11,Sales,Sales Representative,Bachelor,53617,Excellent,Yes,2004-06-18,
00-84076145,Jasmine,Martin,Female,New York,Rochester,2017-12-18,Operations,Logistics Coordinator,Bachelor,57495,Good,No,1991-10-06,
00-85141654,Adam,Davis,Female,New York,New York City,2019-02-22,IT,Software Developer,Bachelor,99398,Good,Yes,1989-09-14,
00-72015859,Sara,Graham,Female,New York,New York City,2017-01-24,Operations,Operations Analyst,Master,73058,Excellent,Yes,1974-11-20,
00-64364546,Jeffrey,Miller,Male,New York,Buffalo,2021-01-14,Operations,Operations Analyst,Bachelor,67805,Excellent,No,1979-02-06,
00-35016429,Patrick,Joyce,Female,Michigan,Detroit,2021-08-12,Operations,Operations Analyst,Bachelor,80223,Good,No,2004-05-06,
00-68000104,Abigail,Dawson,Female,North Carolina,Charlotte,2019-08-06,Sales,Sales Consultant,PhD,85933,Good,No,1961-08-23,
00-92424037,Sonya,Wilkins,Male,Illinois,Naperville,2023-08-22,Sales,Sales Specialist,Bachelor,93202,Good,No,1992-02-05,
00-70340936,Scott,Harris,Male,New York,Rochester,2020-08-27,Sales,Sales Consultant,PhD,67825,Excellent,Yes,1961-08-04,
00-62188655,Linda,Mitchell,Male,Illinois,Chicago,2015-01-13,Sales,Sales Consultant,Master,74286,Good,Yes,1984-06-30,
00-38829445,Carol,Black,Male,New York,Rochester,2017-03-26,Customer Service,Customer Service Representative,High School,61481,Satisfactory,No,1982-05-28,
00-18397164,Gavin,Johnson,Male,New York,New York City,2020-03-28,Customer Service,Help Desk Technician,High School,58246,Satisfactory,No,1983-08-03,
00-82060023,Aaron,Moore,Male,New York,Buffalo,2017-12-29,Sales,Sales Representative,Bachelor,77498,Good,Yes,1996-04-25,
00-53752954,Kimberly,Gomez,Male,New York,Buffalo,2017-05-24,Customer Service,Help Desk Technician,Bachelor,64041,Needs Improvement,No,1983-11-20,
00-25294777,Brenda,Holmes,Female,New York,Buffalo,2017-09-26,Operations,Logistics Coordinator,Bachelor,62237,Excellent,No,1977-04-27,
00-75697427,Casey,Davis,Male,North Carolina,Charlotte,2020-04-13,Operations,Inventory Specialist,High School,56775,Good,No,1998-03-16,
00-95779702,Maria,Herman,Male,New York,Rochester,2018-05-07,IT,Software Developer,Bachelor,95136,Satisfactory,No,1972-11-20,
00-62162278,Sylvia,Hill,Female,Michigan,Warren,2021-08-09,IT,Software Developer,Master,103222,Excellent,No,1978-01-23,
00-88786439,James,Spears,Female,New York,Buffalo,2016-07-28,Finance,Accountant,Bachelor,55121,Satisfactory,Yes,1991-02-02,
00-57242616,Jose,Russell,Female,New York,Buffalo,2023-02-08,Finance,Accountant,Bachelor,71985,Good,No,1969-01-25,
00-92861016,Charles,Phillips,Male,New York,Rochester,2017-12-11,Operations,Operations Analyst,Master,68709,Good,No,1966-04-10,
00-49922369,Leah,Frye,Male,New York,Rochester,2024-11-15,Sales,Sales Specialist,Bachelor,67634,Good,No,1975-10-01,
00-89211057,Lisa,Andrews,Male,New York,Rochester,2016-09-10,Customer Service,Customer Service Representative,Bachelor,70603,Satisfactory,Yes,1979-08-24,
00-27978165,Tammy,Hart,Female,New York,Buffalo,2018-10-08,Operations,Logistics Coordinator,Bachelor,61969,Excellent,Yes,1977-01-05,
00-42020689,Katherine,Ali,Female,New York,New York City,2018-06-17,Sales,Sales Representative,Bachelor,67563,Satisfactory,Yes,1985-09-26,
00-34567819,Steven,Matthews,Male,Ohio,Cincinnati,2018-01-10,Finance,Financial Analyst,Bachelor,103172,Satisfactory,Yes,1988-04-13,
